Student_ID,Department,Attendance_in_percent,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S3708,CS,,42.74,76.84,99.28,54.24,0.45,50.05,62.57,F
S3709,Mathematics,85.45,86.88,40.49,52.76,78.7,1.42,68.16,66.64,A
S3710,Engineering,,42.36,83.16,67.93,98.02,5.89,80.34,78.47,F
S3711,CS,88.05,58.5,73.52,64.88,87.36,4.59,88.68,54.18,A
S3712,Engineering,86.05,74.4,69.08,69.33,74.59,2.27,51.42,90.34,A
S3713,Business,95.2,64.57,65.41,95.89,62.06,2.41,62.92,74.16,B
S3714,Engineering,51.69,56.94,71.17,68.4,63.95,6.32,99.27,98.28,C
S3715,Business,72.38,56.51,49.71,95.85,86.81,0.59,63.09,55.87,B
S3716,CS,83.96,87.87,46.52,71.17,89.03,4.34,88.86,56.66,B
S3717,CS,54.76,98.44,57.38,92.74,76.43,5.23,75.47,67.43,C
S3718,CS,70.53,60.88,82.57,76.09,56.05,3.08,56.11,60.34,D
S3719,CS,97.11,42.35,75.3,,96.69,8.21,82.17,84.83,B
S3720,CS,,42.19,68.81,72.47,92.24,0.57,98.32,97.34,F
S3721,Mathematics,99.27,85.55,74.29,,57.03,8.66,94.34,54.5,A
S3722,CS,52.84,73.14,73.56,,52.84,7.23,84.51,62.11,C
S3723,Engineering,85.89,87.02,58.42,64.48,76.79,4.46,75.61,61.89,A
S3724,Engineering,79.05,81.85,45.85,59.32,64.21,9.24,65.97,75.45,F
S3725,Business,75.03,94.45,93.81,66.8,64.16,7.02,67.85,72.6,B
S3726,Mathematics,98.54,93.15,75.99,81.22,54.36,9.31,67.31,86.34,A
S3727,Business,56.48,87.3,81.86,69.33,97.67,4.73,96.1,86.63,C
S3728,Mathematics,94.8,68.51,67.84,85.62,91.51,4.53,60.57,78.64,B
S3729,Business,84.56,58.49,85.39,99.35,55.69,5.31,68.9,79.55,D
S3730,Mathematics,62.95,70.42,75.07,,93.83,0.65,71.6,92.12,F
S3731,Business,95.08,70.12,43.23,73.13,84.15,9.08,70.45,69.85,B
S3732,CS,71.46,76.62,93.41,58.21,66.27,6.68,50.21,50.62,C
S3733,Engineering,,51.17,58.33,,93.56,6.18,63.55,60.65,B
S3734,Engineering,69.44,79.34,48.27,86.34,79.9,9.26,74.93,51.77,C
S3735,CS,92.55,67.4,45.28,60.87,92.43,9.94,88.02,69.67,A
S3736,CS,81.83,77.21,83.23,59.1,73.46,1.63,78.47,67.89,C
S3737,Engineering,57.05,54.38,82.24,68.82,75.03,7.49,69.24,54.93,D
S3738,Mathematics,82.48,66.06,82.01,90.93,64.55,5.8,83.26,87.75,C
S3739,CS,59.57,52.61,94.95,,69.38,4.61,83.29,77.65,F
S3740,Business,70.6,92.52,60.94,97.88,78.39,9.78,62.4,61.29,C
S3741,Business,58.51,69.28,73.67,,97.35,8.5,55.19,87.96,F
S3742,Mathematics,,53.5,77.17,57.56,80.01,6.97,90.16,83.4,C
S3743,Mathematics,60.59,42.47,98.77,52.13,57.37,3.83,76.49,59.58,F
S3744,Business,76.82,80.54,58.74,69.95,50.35,6.66,58.83,99.14,F
S3745,Engineering,,52.88,97.38,76.1,92.55,5.32,63.1,58.87,D
S3746,CS,75.07,99.37,48.92,,68.22,2.49,88.32,88.59,B
S3747,Engineering,62.38,72.02,85.84,56.71,65.75,4.5,82.66,98.41,B
S3748,Business,84.26,57.34,77.97,56.24,90.04,2.12,97.26,86.28,C
S3749,Business,,79.46,89.01,52.34,97.27,5,73.25,83.29,C
S3750,Business,67.9,56.51,41.72,92.54,87.4,7.2,52.61,95.17,F
S3751,CS,94.06,89.22,44.69,97.39,58.69,0.37,85.02,63.46,A
S3752,Engineering,82.2,58.49,44.18,55.78,69.57,7.65,62.75,63.86,A
S3753,CS,85.65,99.29,75.58,60.66,87.97,0.2,66.19,82.06,A
S3754,CS,63.87,76.31,76.18,,95.35,5.17,59.83,94.11,B
S3755,CS,50.03,90.66,94.37,93.88,99.93,5.73,65.45,80.87,F
S3756,CS,93.27,44.37,68.06,97.94,75.58,7.61,91.47,98.85,A
S3757,Business,,60.9,44.08,63.09,91.13,7.61,78.84,61.15,B
S3758,CS,56.16,84.25,52.57,65.18,52.33,4.17,55.46,91.29,C
S3759,CS,,79.3,40.48,68.13,64.29,0.66,79.33,96.36,B
S3760,Mathematics,83.07,51.65,86.6,75.12,68.58,6.94,81.68,71.35,C
S3761,CS,82.61,61.37,88.94,84.12,98.78,5.11,94.24,98.1,D
S3762,CS,93.02,55.81,99.88,,50.17,3.33,92.98,60.11,B
S3763,CS,57.01,76.8,64.73,,65.4,2.35,53.14,97.64,D
S3764,CS,71.5,60.67,41.16,54.99,96.52,1.2,93.33,95.14,D
S3765,CS,54.86,58.54,54.08,89.93,65.33,2.95,52.54,53.31,C
S3766,CS,69.48,52.44,75.27,66.72,61.25,4.58,57.71,76.07,A
S3767,Engineering,50.76,64.54,97.72,68.88,86.5,4.78,55.58,76.44,F
S3768,CS,94.91,51.73,46.21,,87.27,5.83,59.08,52.85,A
S3769,CS,,97.75,47.29,96.47,73.61,3.62,90.16,51.98,F
S3770,Business,,49.27,82.11,85.81,97.35,9.2,84.31,50.25,F
S3771,Engineering,53,94.8,80.03,88.79,60.14,4.96,84.35,76.23,F
S3772,Mathematics,61.37,65.71,55.03,87.54,95.67,4.24,96.11,73.19,D
S3773,Engineering,62.97,62.67,88.79,66.05,87.78,0.48,69.59,97.02,D
S3774,CS,69.33,53.88,47.73,87.85,68.41,5.99,50.16,67.12,B
S3775,Business,90.14,78.15,95.54,89.23,90.35,6.03,81.99,82.91,A
S3776,CS,69.33,81.13,52.06,76.67,56.66,5.83,93.4,50.38,C
S3777,CS,60.23,68.05,44.88,,56.55,8.88,98.81,83.18,A
S3778,Engineering,,43.34,60.37,87.99,96.5,7.63,68.19,95.67,D
S3779,Engineering,53.97,95.11,51.27,90.85,54.74,8.67,91.11,67.74,C
S3780,Business,88,98.82,71.62,66.86,50.2,0.59,92.46,65.7,A
S3781,Mathematics,72.24,65.86,81.21,90.08,69.45,3.18,57.22,81.3,D
S3782,CS,86.31,76.82,69.46,90.71,55.19,3.19,81.57,66.43,A
S3783,Engineering,84.11,67.02,79.64,61.71,93.15,6.57,58.66,70.12,C
S3784,Engineering,56.77,59.31,61.9,85.85,96.13,4.49,72.33,63.66,D
S3785,Mathematics,57.14,44.64,41.68,59.33,74.12,7.77,93.96,67.24,D
S3786,Business,87.77,67.36,98.44,54.65,71.27,3.84,89.47,83.97,A
S3787,Mathematics,86.06,89.1,89.16,78.73,76.95,2.22,78.52,96.12,A
S3788,CS,68.9,41.02,44.41,95.43,61.31,2.91,90.44,79.16,F
S3789,Business,53.87,74.93,66.95,51.77,64.9,1.82,57.64,50.5,D
S3790,CS,50.6,92.85,78.1,91.33,55.05,1.98,59.75,63.19,F
S3791,CS,64.41,53.05,51.44,75.32,72.32,2.17,60.44,97.61,B
S3792,Mathematics,50.46,51,74.68,,80.58,0.16,88.8,95.52,C
S3793,CS,61.5,86.34,72.02,92.17,96.51,7.16,94.55,55.78,F
S3794,Mathematics,70.98,55.31,52.5,93.76,86.95,4,78.14,95.42,A
S3795,CS,56.07,51.52,48.47,88.44,86.15,0.23,97.9,98.23,F
S3796,Business,55.21,62.68,85.54,92.15,65.4,3.7,86.4,66.23,D
S3797,CS,94.82,63.55,59.36,58.8,94.41,9.05,78.18,85.05,A
S3798,CS,79.27,92.45,54.64,65.19,97.35,5.11,80.58,78,C
S3799,CS,96.72,77.11,84.27,62.12,96.61,9.87,92.48,66.85,B
S3800,Engineering,67.29,64.36,84.16,87.12,51.94,5.4,54.51,57.67,B
S3801,CS,83.86,72.06,56.58,57.68,80.22,9.63,58.4,68.35,B
S3802,Engineering,60.23,97.24,92.35,59.11,82.16,2.02,63.31,96.39,F
S3803,CS,80.92,46.79,81.3,93.95,64.75,2.9,94.74,90.56,D
S3804,CS,56.48,52.46,60.75,85.29,99.62,7,97.25,66.53,C
S3805,CS,50.1,97.75,65.65,93.77,64.56,9.87,67.81,77.38,D
S3806,Engineering,96.58,97.44,83.6,56.97,60.83,8.25,96.19,70.3,A
S3807,Business,77.74,50.63,52.7,69.95,74.21,5.54,77.34,73.31,A
S3808,Business,96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,A
S3809,CS,66.69,65.27,79.21,50.48,96.2,3.64,91.64,77.15,F
S3810,Engineering,66.39,42.98,72.37,64.23,72,0.86,77.3,59.05,F
S3811,Business,,79.29,76.5,68.98,70.51,3.11,72.72,63.45,A
S3812,CS,85.3,44.65,72.77,,81.29,2.59,50.8,78.39,A
S3813,Engineering,78.29,43.48,51.95,78.32,54.06,3.89,50.64,84.64,A
S3814,Engineering,96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,B
S3815,CS,,97.47,71.92,52.32,88.42,1.5,53.67,81.01,B
S3816,CS,85.41,65.61,86.8,85.2,73.7,3.06,86.85,89.47,B
S3817,CS,66.52,61.39,79.23,,97.78,2.61,81.12,77.27,C
S3818,Engineering,59.01,99.88,65.6,,78.97,2.96,72.89,98.86,D
S3819,CS,75.52,71.92,98.46,74.28,84.76,3.61,85.49,61.78,D
S3820,CS,75.25,62.51,46.47,98.43,96.22,2.44,99.65,95.98,C
S3821,CS,56.85,63.15,52.41,95.7,83.32,9.43,62.32,62.38,D
S3822,CS,60.09,51.7,60.48,77.57,71.59,4.2,77.85,76.58,F
S3823,CS,70.41,70.73,53.71,72.25,51.24,1.14,92.14,72.8,A
S3824,Mathematics,70.44,66.33,77.53,50.15,86.41,4.68,50.84,68.64,C
S3825,CS,65.88,56.25,42.37,85.55,98.24,1.84,60.18,98.14,F
S3826,Engineering,57.43,49.63,50.65,,73.51,2.16,76.05,63.62,D
S3827,CS,50.22,58.67,57.6,,66.99,2.85,77.61,83.74,F
S3828,Engineering,98.51,70.52,81,79.71,75.96,1.25,54.32,90.2,B
S3829,Engineering,97.17,43.5,92.55,99.64,86.42,7.21,70.37,59.85,A
S3830,CS,74.18,49.22,87.91,92.69,50.03,7.92,75.99,98.66,F
S3831,Business,99.75,96.86,50.92,97.68,94.36,3.94,71.15,77.33,B
S3832,Engineering,83.68,72.57,73.92,66.38,94.32,6.89,85.03,95.72,F
S3833,Business,53.44,43.81,41.8,57.47,77.06,3.89,88.57,83.19,F
S3834,Engineering,55.89,81.59,58.63,89.84,56.12,1.64,73.01,82.47,F
S3835,Mathematics,95.81,43.71,88.36,,83.59,3.97,71.28,67.28,A
S3836,Business,81.5,84.33,67.4,60.57,56.89,5.57,85.27,88.53,C
S3837,Mathematics,92.16,85,49,88.24,75.38,0.41,77.77,51.49,B
S3838,Engineering,,79.06,66.31,79.1,54.68,6.54,93.52,77.79,B
S3839,Engineering,72.4,83.93,51.88,55.48,79.45,7.43,74.06,51.61,B
S3840,Business,52.43,45.28,63.59,75.09,65.9,8.6,78.72,65.34,D
S3841,Business,59.41,83.61,69.27,96.56,91.55,1.03,56.44,54.81,D
S3842,Mathematics,53.33,48.2,60.97,75.32,90,0,91.8,95.58,D
S3843,CS,59.44,60.37,96.22,89.43,99.92,0.73,71.11,81.41,F
S3844,Business,70.53,96.56,73.75,51.45,62.88,9.24,85.95,83.43,D
S3845,CS,55.91,70.17,90.57,86.4,53.09,7.66,71.47,92.56,D
S3846,Engineering,58.34,98.05,85.64,97.34,72.15,8.35,50.05,86.65,D
S3847,CS,72.29,45.34,79.67,74.98,54.17,5.17,70.02,56.21,C
S3848,CS,67.01,68.65,69.81,66.89,58.92,5.27,57.38,80.88,A
S3849,Mathematics,,43.74,40.13,82.33,79.87,2.99,69.93,98.91,C
S3850,CS,71.46,77.81,76.81,95.81,79.61,8.43,66.07,60.71,B
S3851,Engineering,82.22,44.72,61.36,58.84,52.17,8.3,60.13,80.99,D
S3852,Engineering,,50.52,47.07,70.18,72.15,3.92,56.19,78.18,F
S3853,CS,55.39,55.53,66.68,57.81,76.51,3.29,86.43,69.58,F
S3854,CS,54.96,84.92,84.13,,63.4,7.38,87.74,97.73,D
S3855,Engineering,92.64,49.84,97.7,77.02,93.6,0.26,63.25,67.82,B
S3856,CS,75.32,90.8,62.45,97.21,58.05,8.6,74.76,54.68,C
S3857,Business,88.32,47.91,72.56,70.63,62.7,4.46,73.2,98.13,A
S3858,Mathematics,,42.11,91.07,78.35,57.85,4.41,67.76,86.46,F
S3859,CS,91.44,63.7,60.04,94.26,55.83,6.69,63.88,67.12,B
S3860,CS,96.19,98.77,48.54,66.07,93.95,6.46,59.3,64.03,A
S3861,Engineering,81.77,46.62,56.91,,63.89,2.66,93.64,96.4,D
S3862,Business,55.29,46.1,93.95,87.86,86.13,9.43,91.67,63.68,D
S3863,CS,94.76,85.07,49.56,66.53,71.4,9.86,70.86,76.86,A
S3864,CS,89.62,58.73,59.75,,81.79,5.26,86.06,60.75,A
S3865,Engineering,87.54,83.04,67.88,75.15,96.41,5.61,74.92,99.76,A
S3866,Mathematics,51.84,52,90.83,,92.23,5.54,54.27,88.48,F
S3867,CS,89.95,67.6,96.26,63.32,53.45,4.86,91.12,78.38,A
S3868,Engineering,56.9,55.92,65.55,98.67,92.26,9.45,60.96,87.29,D
S3869,Mathematics,61.12,67.09,95.92,75.11,72.59,2.45,85.34,95.82,D
S3870,Engineering,78.86,86.15,49.69,92.82,67.51,1.08,76.37,98.16,B
S3871,Business,63.25,85.72,49.41,59.77,83.62,9.3,84.53,89.3,F
S3872,Engineering,83.07,70.95,96.96,96.97,97.51,2.13,73.56,92.45,A
S3873,Mathematics,80.4,95.7,70.58,89.72,54.71,7.49,85.13,69.89,A
S3874,Engineering,55.41,55.83,51.15,90.43,88.4,2.04,51.64,69.59,D
S3875,Business,82.8,54.42,69.28,69.49,60.18,9.6,52.04,90.41,C
S3876,Engineering,96.2,76.83,86.99,74.28,69.01,7.91,94.82,87.98,A
S3877,Business,58.06,77.28,89.62,,93.69,9.19,87.48,95.05,C
S3878,CS,79.85,42.79,91.84,89.49,77.29,9.51,91.42,56.65,C
S3879,CS,67.09,76.47,74.17,92.45,53.37,0.84,72.83,84.54,A
S3880,Business,72.98,62.47,92.02,53.9,75.4,4.33,72.98,82.38,C
S3881,CS,64.35,84.85,70.6,95.2,89.48,6.48,76.7,89.93,C
S3882,Engineering,,88.49,76.42,96.87,76.44,8.02,62.18,51.23,D
S3883,CS,51.45,73.13,85.52,79.64,58.34,2.41,86.68,91.31,F
S3884,Business,99.08,40.1,65.53,59.34,72.25,9.15,91.47,66.32,B
S3885,CS,81.24,78.18,44.41,90.92,96.22,2.21,95.36,84.36,D
S3886,Business,75.04,84.93,61.01,77.43,82.91,8.66,75.85,80.83,A
S3887,Engineering,69.19,54.94,77.44,90.86,86.49,5.13,70.73,72.01,A
S3888,CS,76.97,67.88,51.54,,89.3,5.15,91.55,87.3,A
S3889,Engineering,69.01,97.94,48.9,54.34,54.53,3.74,87.63,98.06,B
S3890,CS,68,57.89,57.58,80.35,79.08,1.04,93.36,66.17,A
S3891,CS,73.2,53.39,41.93,,68.8,3.47,82.79,87.42,A
S3892,CS,63.8,52.65,84.61,97.31,56.96,4.27,94.17,65.73,F
S3893,CS,59,73.53,55.52,64.83,60.14,4.79,54.45,92.28,F
S3894,Mathematics,77.83,96.99,47.45,60.3,89.06,7.39,83.98,71.86,C
S3895,CS,92.14,76.52,81.95,94.85,58.07,3.52,54.44,72.46,B
S3896,Engineering,57.64,58.2,90.58,57.44,65.62,4.07,87.45,88.59,C
S3897,CS,51.64,78.31,41.19,84.33,64.24,9.06,81.42,74.81,C
S3898,Engineering,62.34,77.49,54.02,65,52.43,7.53,50.8,63.33,B
S3899,CS,98.99,75.82,96.71,78.39,73.11,0.23,79.96,99.78,A
S3900,Engineering,,49.57,63.12,80.81,88.3,8.12,57.31,81.01,B
S3901,Business,79.79,78.07,96.32,70.87,51.11,9.9,57.12,82.26,F
S3902,Engineering,96.46,65.81,56.45,,55.63,9.4,57.52,82.33,A
S3903,CS,72.26,41.12,53.08,56.59,86.01,8.36,74.19,94.17,C
S3904,Engineering,99.16,72.39,52.85,69.57,79.68,6.29,55.78,59.19,A
S3905,CS,64.82,99.36,45.11,71.52,85.76,2.78,56.28,52.96,F
S3906,CS,62.02,60.98,93.79,81.55,61.51,6.54,62.81,69.34,D
S3907,Engineering,81.9,97.93,98.79,70.36,90.19,6.96,50.04,78.25,D
S3908,Engineering,,45.77,97.27,54.85,73.99,2.82,63.79,64.29,F
S3909,Engineering,81.32,83.95,91.12,97.37,80.52,2.55,80.92,84.46,A
S3910,Business,65.25,46.86,90.81,70.8,54.61,3.97,80.08,53.7,B
S3911,CS,80.9,56.41,79.67,67.13,60.25,6.41,98.48,89.54,B
S3912,CS,63.79,74.25,89.57,72.34,88.67,2.93,55.98,85.9,A
S3913,CS,52.55,75.57,52.5,60.83,61.2,5.56,93.28,60.7,C
S3914,Engineering,95.61,86.51,63.27,55.01,54.63,8.99,69.56,64.92,B
S3915,Engineering,94.16,76.92,78.45,57.43,79.86,2.95,69.35,90.35,A
S3916,CS,98.54,75.62,92.49,58.33,77.4,9.66,67.44,88.67,A
S3917,Business,85.83,94.74,79.63,59.88,80.39,4.73,56.24,90.69,A
S3918,Engineering,84.14,67.13,90.34,71,80.92,1.01,73.93,66.11,F
S3919,Engineering,77.95,53.52,68.44,81.19,75.01,0.55,89.37,98.48,F
S3920,Engineering,56.3,49.71,83.04,81.44,74.69,3.39,93.77,85.77,C
S3921,Engineering,59.46,64,98.8,50,96.21,2.59,98.14,53.26,D
S3922,Engineering,64.47,82.77,49.21,96.05,76.69,8.44,89.26,73.89,F
S3923,CS,94.51,42.55,95.62,91.14,80.87,7.38,81.15,83.23,B
S3924,CS,58.65,47.74,71.34,98.2,63.35,8.85,74.88,58.43,D
S3925,CS,96.14,46.37,78.59,68,93.55,5.89,93.74,95.09,A
S3926,Engineering,76.14,75.12,92.67,83.24,51.22,4.35,86.98,87.71,B
S3927,Business,85.78,54.57,64.58,58.4,77.86,2.71,58.06,54.07,B
S3928,Engineering,55.51,49.98,65.12,90.85,69.19,5.83,84.13,95.66,C
S3929,CS,63.45,75.57,71.63,58.07,80.2,6.18,71.55,70.22,B
S3930,Business,97.93,85.68,41.15,66.3,68.01,3.93,79.79,72.62,A
S3931,Business,63.31,59.93,69.8,74.54,85.88,9.37,94.92,89.16,F
S3932,Business,64.83,74.69,57.47,79.73,51.02,6.4,82.63,82.2,A
S3933,Engineering,59.88,45.89,95.68,77.98,70.29,8.37,96.94,71.88,F
S3934,Business,56.45,96.11,45.26,55.1,91.56,6.2,93.32,62.98,C
S3935,CS,61.66,60.21,67.56,71.08,62.51,3.17,56.45,75.84,F
S3936,CS,82.12,99.85,96.85,96.15,52.64,7.37,50.58,78.96,D
S3937,CS,72.77,98.72,94.06,,74.83,2.3,69.22,81.55,F
S3938,Business,77.69,86.73,82.08,79.54,98.83,5.97,93.27,80.25,F
S3939,CS,56.12,41.2,75.36,78.62,53.21,4.02,61.51,80.87,F
S3940,Engineering,90.11,72.61,56.84,55.58,53.5,1.5,84.57,73.79,A
S3941,Engineering,89.2,45.21,62.02,60.01,79.76,4.13,73.8,78.09,A
S3942,CS,51.08,93.71,45.41,62.63,62.5,3.1,87.3,64.43,D
S3943,Business,69.18,87.38,87.17,74.41,70.51,1.12,58.25,57.92,C
S3944,CS,,98.34,59.43,86.57,91.53,8.24,61.95,80.35,D
S3945,CS,89.61,76.5,80.07,73.04,59.94,4.99,62.13,52.35,A
S3946,Business,86.86,71.33,61.46,56.3,85.96,3.46,77.42,53.26,A
S3947,CS,,71.14,67.86,71.97,75.22,5.05,64.48,62.37,C
S3948,Engineering,61.82,63.19,73.3,58.13,95.25,7.55,90.59,59.72,F
S3949,Business,72.81,68.12,88.11,87.56,98.65,0.18,67.34,68.71,F
S3950,Mathematics,59.22,78.12,52.67,58.33,74.25,5.47,83.04,68.56,F
S3951,Business,68.56,95.98,63.93,74.13,79.23,4.79,97.43,55.84,C
S3952,CS,,75.75,47.8,84.67,87.29,8.93,80.35,62.33,B
S3953,Engineering,52.67,91.43,44.55,61.41,65.93,5.56,62.11,50.23,C
S3954,CS,85.74,91.77,76.28,53.8,61.34,1.37,91.52,67.55,A
S3955,CS,77.16,71.13,51.35,,98.23,3.89,50.63,89.82,B
S3956,CS,,60.85,43.59,52.71,71.63,6.21,62.83,63.31,C
S3957,CS,63.59,78.37,93.83,79.39,50.08,0.46,69.37,82.17,B
S3958,Business,,66.75,72.06,87.67,91.89,8.85,59.8,54.91,A
S3959,CS,99.93,44.89,48.08,66.47,79.98,0.68,80.2,50.61,A
S3960,Engineering,95.96,62.67,43.21,74.42,58.43,0.31,77.9,74.92,A
S3961,Engineering,88.89,99.64,47.19,96.44,51.51,0.02,70.32,73.07,A
S3962,Engineering,90.62,42.91,68.28,73.56,64.57,6.84,64.72,59.58,B
S3963,Mathematics,78.69,81.8,80.11,99.83,96.39,4.56,71.7,64.33,D
S3964,CS,59.51,90.47,78.48,57.85,96.67,1.03,64.56,51.53,F
S3965,Engineering,83.85,78.92,48.67,85.45,65.55,8.56,61.06,89.89,D
S3966,Engineering,85.64,74.18,78.01,82.63,91.8,2.03,67.56,65.06,B
S3967,CS,99.27,82.45,64.29,93.62,72.09,3.26,80.12,60.97,A
S3968,Engineering,77.07,65.76,67.88,,82.72,1.78,82.42,90.23,F
S3969,Business,63.57,45.48,88.09,64.01,66.72,9.27,64.87,51.96,A
S3970,CS,84.18,97.74,59.95,56.61,75.8,7.58,97.37,64.23,A
S3971,CS,98.97,65.94,48.82,96.65,64.69,7.24,63.1,63.14,A
S3972,CS,58.86,79.92,92.41,71.33,53.06,0.44,85.61,63.15,D
S3973,Business,66.3,71.88,52.73,95.5,56.97,5.23,54.07,50.57,B
S3974,Business,77.09,43.28,57.64,64.72,64.53,5.75,83.24,96.73,F
S3975,Engineering,,97.16,82.4,56.32,98.81,3.83,73,93.21,C
S3976,Engineering,51.11,87.55,81.01,64.83,98.28,3.22,78.46,70.72,F
S3977,Business,66.85,48.95,88.02,79.86,91.38,8.52,59.2,72.27,D
S3978,Business,,98.9,51.03,92.26,61.63,0.23,71.68,76.21,C
S3979,Business,52.17,84.21,61.14,69.27,72.08,6.25,88.31,73.92,C
S3980,Business,71.45,68.34,47.55,95.74,71.99,3.94,88.35,88.96,D
S3981,Engineering,88.11,76.68,72.46,62.21,69.35,6.66,61.88,74.42,A
S3982,Engineering,97.66,46.4,57.55,,52.24,1.98,67.63,59.44,A
S3983,Business,99.27,73.62,81.34,86.79,76.73,2.39,50.19,55.85,A
S3984,Mathematics,71.1,44.42,40.02,63.7,53.64,5.87,54.5,95.91,F
S3985,CS,97.52,72.69,43.58,51.35,90.1,9.8,56.34,52.42,A
S3986,CS,51.77,73.16,65.95,68.26,84.57,9.75,64.68,94.88,D
S3987,Mathematics,87.3,92.47,97.49,52.26,67.64,2.49,87.95,84.52,A
S3988,CS,82.14,83.5,93.45,95.04,82.36,1.02,75.51,70.24,A
S3989,Business,62.48,54.97,99.64,97.68,61.65,5.9,89.63,59.36,F
S3990,CS,75.37,93.31,65.01,86.77,63.26,4.2,87.75,65.52,A
S3991,CS,56.48,74.39,42.79,86.33,65.71,7.62,79.36,76.49,D
S3992,CS,93.58,76.38,58.36,62.04,89.85,5.28,74.99,82.84,B
S3993,CS,67.89,50.14,80.55,53.7,60.53,5.11,96.57,84.57,D
S3994,CS,81.3,91.47,48.11,90.11,78.14,6.46,78.46,72.36,A
S3995,Engineering,57.94,95.86,58,,60.02,1.26,74.14,68.7,C
S3996,Business,60.31,86.5,43.37,84.08,64.25,6.77,93.46,88.42,C
S3997,Mathematics,99.6,96.45,68.5,88.98,61.77,4.89,53.57,96.27,A
S3998,Engineering,87.65,58.14,52.54,70.47,82.25,8.2,82.8,95.72,B
S3999,Engineering,98.1,91.67,45.47,57.23,76.34,1.39,55.65,77.58,A
S4000,Engineering,64.79,69.33,64.67,89.75,86.06,3.01,90.99,53.95,A
S4001,Engineering,58.23,49.84,61.07,72.69,61,9.5,89.63,53.66,C
S4002,Engineering,75.15,80.13,72.25,91.35,50.46,5.53,75.18,70.14,B
S4003,CS,74.73,81.05,84.94,71.88,84.03,9.29,83.05,86.64,C
S4004,CS,58.75,57.22,46.75,60.85,55.74,6.89,88.63,74.87,D
S4005,CS,86.66,41.65,87.47,58.55,62.32,9.26,74.17,81.37,B
S4006,CS,,51.99,41.58,87.2,65.28,3.18,95.3,92.17,A
S4007,Business,59.32,63.99,66.59,78.74,87.34,0.91,71.85,52.02,D
S4008,CS,66.6,50.05,75.25,70.23,81.29,8.02,94.6,96.19,B
S4009,Business,78.18,51.64,97.42,74.61,59.21,8.04,79.14,66.54,C
S4010,Mathematics,86.32,63.48,74.44,77.48,79.89,6.19,71.31,52.34,A
S4011,Mathematics,74.09,97.71,49.52,,85.41,5.8,50.2,91.77,C
S4012,Mathematics,76.28,85.85,71.05,68.91,69.44,9.15,64.78,96.71,A
S4013,CS,,59.18,63.75,64.62,62.3,1.76,93.4,88.43,F
S4014,Engineering,95.73,97.1,68.76,69.42,83.95,6.17,71.44,90.23,B
S4015,CS,96.44,78.74,51.83,75.03,80.54,0.5,71.07,93.57,A
S4016,Business,84.17,67.33,70.05,58.67,53.9,1.41,74.47,76.12,A
S4017,Business,50.88,68.1,49,69.68,83.33,4.37,64.32,84.02,C
S4018,Business,76.85,64.64,84.64,69.27,74.43,8.21,74.58,64.32,C
S4019,Engineering,81.46,53.98,75.63,64.3,87.67,7.33,68.79,62.49,B
S4020,Business,99.73,63.2,44.71,99.92,59.54,9.74,95.47,80.45,B
S4021,CS,99.8,71.67,93.38,53.68,62.91,0.45,78.2,86.73,A
S4022,CS,92.88,71.68,76.98,82.15,77.17,3.81,91.71,69.86,A
S4023,Business,53.19,85.7,58.97,58.72,74.09,1.59,84.34,70.01,D
S4024,Engineering,,61.53,42.74,91.98,69.32,0.37,60.63,97.71,A
S4025,Mathematics,80.63,83.01,77.93,95.71,87.3,2.64,93.38,75.92,F
S4026,CS,90.04,74.69,62.41,70.07,78.24,2.44,54.36,99.31,A
S4027,Business,70.36,97.71,94.46,91.17,85.51,4.2,72.43,93.14,D
S4028,Engineering,65.98,63.12,42.09,62.5,57.66,1.4,61.96,81.98,D
S4029,Business,,94.07,42.35,57,86.45,4.89,76.88,50.46,F
S4030,Business,57.34,89.24,96.96,65.79,73.08,9.2,65,64.8,C
S4031,Mathematics,67.85,78.26,97.89,67.08,51.69,7.48,86.14,70.88,A
S4032,CS,92.88,79.27,41.66,69.87,61.72,8.42,96.85,82.64,B
S4033,Mathematics,51.9,45.08,82.96,,51.29,8.05,85.45,69.78,C
S4034,CS,57.54,97.01,53.29,70.56,72.84,3.9,67.77,91.39,F
S4035,CS,56.26,46.42,82.08,85.5,66.29,7.09,80,83.15,D
S4036,Engineering,70.15,73.79,92.12,62.28,99.37,7.54,94.43,67.36,D
S4037,Business,99.85,59.8,46.05,50.93,93.43,2.06,63.5,89.22,B
S4038,Engineering,58.67,65.79,54.33,74.48,91.28,8.6,55.91,65.15,F
S4039,Business,57.27,76.61,41.44,72.41,75.06,4.58,56.54,53.14,F
S4040,Business,95.75,94.53,42.63,,90.35,0.16,74.74,58.63,A
S4041,CS,94.1,67.45,41.78,,63.34,6.43,86.61,50.14,A
S4042,Mathematics,51.61,99.26,88.04,75.5,78.03,6.77,82.86,91.62,C
S4043,CS,87.59,75.57,57.9,61.74,69.65,5.52,72.69,81.36,A
S4044,Business,82.77,49.63,69.59,93.88,58.57,2.12,86.46,78.53,B
S4045,CS,88.39,51.4,87.27,58.66,53.63,4.82,81.7,83.1,A
