Student_ID,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level
S2946,Yes,PhD,Low
S2947,Yes,Master's,Medium
S2948,Yes,Master's,Medium
S2949,Yes,,Medium
S2950,Yes,High School,Medium
S2951,Yes,PhD,High
S2952,Yes,Master's,Low
S2953,Yes,PhD,Low
S2954,Yes,Bachelor's,Low
S2955,Yes,None,High
S2956,Yes,None,Medium
S2957,Yes,Master's,Low
S2958,Yes,Bachelor's,Low
S2959,Yes,Bachelor's,High
S2960,No,PhD,Low
S2961,Yes,,Low
S2962,Yes,None,Medium
S2963,Yes,Bachelor's,High
S2964,Yes,Bachelor's,Medium
S2965,Yes,None,Medium
S2966,Yes,PhD,Medium
S2967,No,,Medium
S2968,Yes,PhD,Medium
S2969,Yes,PhD,High
S2970,Yes,Master's,Low
S2971,Yes,PhD,Medium
S2972,Yes,PhD,Medium
S2973,Yes,Master's,High
S2974,Yes,Bachelor's,Medium
S2975,No,High School,Medium
S2976,Yes,,Low
S2977,Yes,High School,High
S2978,Yes,None,High
S2979,Yes,High School,Medium
S2980,Yes,None,Low
S2981,Yes,,Medium
S2982,Yes,PhD,Low
S2983,Yes,High School,Low
S2984,Yes,Bachelor's,Low
S2985,Yes,High School,Medium
S2986,Yes,,High
S2987,No,Bachelor's,Low
S2988,Yes,High School,High
S2989,No,None,Medium
S2990,Yes,None,High
S2991,Yes,PhD,Low
S2992,No,None,Medium
S2993,Yes,Bachelor's,Medium
S2994,Yes,,Medium
S2995,Yes,None,High
S2996,Yes,Bachelor's,High
S2997,Yes,Master's,Medium
S2998,Yes,High School,Low
S2999,Yes,None,Low
S3000,Yes,,Low
S3001,Yes,High School,Medium
S3002,Yes,PhD,Low
S3003,Yes,Bachelor's,High
S3004,Yes,Bachelor's,Low
S3005,Yes,Master's,Low
S3006,No,,High
S3007,Yes,,Medium
S3008,Yes,PhD,Medium
S3009,Yes,,High
S3010,Yes,PhD,High
S3011,Yes,Master's,High
S3012,Yes,High School,High
S3013,Yes,None,Low
S3014,Yes,Bachelor's,Medium
S3015,Yes,,Medium
S3016,Yes,Bachelor's,Medium
S3017,Yes,Bachelor's,Medium
S3018,Yes,None,High
S3019,Yes,Master's,Low
S3020,Yes,None,Medium
S3021,Yes,,Medium
S3022,Yes,High School,Low
S3023,Yes,High School,Low
S3024,Yes,,Medium
S3025,No,,High
S3026,Yes,PhD,Medium
S3027,Yes,Bachelor's,Medium
S3028,Yes,PhD,Medium
S3029,Yes,PhD,High
S3030,Yes,None,Low
S3031,Yes,None,Medium
S3032,Yes,,Medium
S3033,Yes,High School,Medium
S3034,Yes,Master's,Low
S3035,Yes,Bachelor's,High
S3036,Yes,High School,Low
S3037,Yes,None,Low
S3038,Yes,PhD,Low
S3039,Yes,None,Medium
S3040,Yes,,Medium
S3041,No,PhD,Low
S3042,Yes,Master's,Low
S3043,Yes,PhD,Low
S3044,Yes,,Medium
S3045,Yes,High School,High
S3046,Yes,None,Low
S3047,Yes,Bachelor's,Medium
S3048,No,,Low
S3049,Yes,Bachelor's,Medium
S3050,Yes,,Medium
S3051,Yes,High School,Medium
S3052,Yes,,Low
S3053,No,,High
S3054,Yes,High School,High
S3055,Yes,,High
S3056,Yes,None,Medium
S3057,No,PhD,Low
S3058,Yes,,Medium
S3059,Yes,High School,Medium
S3060,Yes,,High
S3061,Yes,PhD,Low
S3062,No,None,High
S3063,Yes,,Medium
S3064,Yes,,Low
S3065,Yes,PhD,Low
S3066,Yes,Master's,High
S3067,Yes,None,Low
S3068,Yes,Master's,Medium
S3069,Yes,,Medium
S3070,Yes,Master's,Low
S3071,Yes,PhD,Medium
S3072,Yes,Bachelor's,Low
S3073,Yes,High School,Medium
S3074,Yes,Bachelor's,Medium
S3075,Yes,Bachelor's,Low
S3076,Yes,PhD,Medium
S3077,Yes,Bachelor's,High
S3078,Yes,Bachelor's,Low
S3079,Yes,PhD,Medium
S3080,Yes,High School,Low
S3081,Yes,High School,High
S3082,Yes,,High
S3083,Yes,,Medium
S3084,Yes,PhD,Low
S3085,Yes,Master's,High
S3086,Yes,None,Medium
S3087,Yes,PhD,Medium
S3088,Yes,,Low
S3089,Yes,Bachelor's,Medium
S3090,Yes,High School,Medium
S3091,Yes,Bachelor's,Low
S3092,Yes,None,Low
S3093,No,Master's,Medium
S3094,Yes,Master's,Medium
S3095,Yes,PhD,Low
S3096,Yes,None,Low
S3097,Yes,PhD,Low
S3098,Yes,None,High
S3099,Yes,None,Low
S3100,Yes,Master's,High
S3101,Yes,None,Medium
S3102,Yes,None,Medium
S3103,Yes,,High
S3104,Yes,None,Low
S3105,Yes,,Medium
S3106,Yes,Master's,Medium
S3107,Yes,Master's,High
S3108,Yes,Bachelor's,Low
S3109,Yes,PhD,Medium
S3110,No,None,High
S3111,Yes,Bachelor's,Low
S3112,Yes,,High
S3113,Yes,Master's,High
S3114,Yes,Master's,Low
S3115,Yes,None,Low
S3116,Yes,Bachelor's,Low
S3117,Yes,Bachelor's,Low
S3118,Yes,High School,Medium
S3119,No,PhD,High
S3120,Yes,Master's,Medium
S3121,Yes,High School,Medium
S3122,Yes,None,Low
S3123,Yes,High School,Medium
S3124,Yes,Master's,Medium
S3125,Yes,,Medium
S3126,Yes,,Medium
S3127,Yes,High School,High
S3128,Yes,Master's,Medium
S3129,Yes,,Low
S3130,Yes,High School,Low
S3131,Yes,Bachelor's,Low
S3132,Yes,,Low
S3133,Yes,PhD,Low
S3134,Yes,PhD,Medium
S3135,No,High School,Low
S3136,No,PhD,Medium
S3137,No,,Low
S3138,Yes,Bachelor's,Medium
S3139,Yes,PhD,High
S3140,Yes,PhD,Medium
S3141,Yes,,Medium
S3142,Yes,None,Medium
S3143,Yes,High School,Low
S3144,Yes,,Low
S3145,Yes,,High
S3146,No,Bachelor's,Medium
S3147,Yes,High School,Low
S3148,Yes,High School,Low
S3149,No,Master's,Medium
S3150,No,None,High
S3151,Yes,Master's,Medium
S3152,Yes,,Low
S3153,Yes,,Medium
S3154,Yes,,Low
S3155,Yes,PhD,Low
S3156,Yes,Master's,Low
S3157,Yes,,Medium
S3158,Yes,PhD,Medium
S3159,Yes,High School,Medium
S3160,Yes,None,Medium
S3161,Yes,High School,Medium
S3162,Yes,High School,High
S3163,Yes,None,Low
S3164,No,None,Low
S3165,Yes,,Low
S3166,Yes,,Low
S3167,Yes,Bachelor's,Low
S3168,Yes,PhD,High
S3169,Yes,,Low
S3170,No,Master's,Low
S3171,Yes,,Medium
S3172,Yes,PhD,Low
S3173,Yes,PhD,Low
S3174,Yes,PhD,Low
S3175,Yes,None,High
S3176,Yes,None,Low
S3177,Yes,PhD,Low
S3178,Yes,,High
S3179,Yes,None,Low
S3180,Yes,PhD,Medium
S3181,No,Master's,Low
S3182,Yes,PhD,Medium
S3183,Yes,,Medium
S3184,Yes,PhD,Low
S3185,Yes,,High
S3186,Yes,Master's,Medium
S3187,Yes,Master's,Medium
S3188,Yes,,Medium
S3189,Yes,PhD,Medium
S3190,No,None,Medium
S3191,Yes,Bachelor's,Low
S3192,No,Bachelor's,Low
S3193,Yes,High School,Low
S3194,Yes,,Low
S3195,Yes,,High
S3196,Yes,Bachelor's,High
S3197,Yes,,Low
S3198,Yes,Master's,Low
S3199,Yes,,Medium
S3200,No,Master's,Low
S3201,Yes,Master's,Medium
S3202,Yes,High School,Medium
S3203,Yes,,Medium
S3204,Yes,High School,Medium
S3205,Yes,Bachelor's,Low
S3206,Yes,None,Low
S3207,Yes,High School,Low
S3208,Yes,None,Medium
S3209,Yes,,Low
S3210,Yes,None,High
S3211,Yes,,Low
S3212,Yes,PhD,Medium
S3213,Yes,Bachelor's,Low
S3214,Yes,,High
S3215,Yes,Master's,Low
S3216,Yes,High School,Medium
S3217,Yes,,High
S3218,Yes,,Low
S3219,Yes,Bachelor's,Medium
S3220,Yes,None,Medium
S3221,Yes,PhD,Low
S3222,No,Master's,Medium
S3223,Yes,High School,Medium
S3224,Yes,None,Low
S3225,Yes,Master's,Medium
S3226,Yes,Master's,Medium
S3227,Yes,Bachelor's,Medium
S3228,No,Master's,High
S3229,Yes,,Medium
S3230,Yes,Master's,Medium
S3231,Yes,,High
S3232,Yes,None,Medium
S3233,Yes,Master's,Medium
S3234,Yes,Bachelor's,Low
S3235,Yes,Master's,Low
S3236,Yes,PhD,Medium
S3237,Yes,PhD,High
S3238,Yes,High School,Low
S3239,Yes,PhD,Medium
S3240,Yes,High School,Low
S3241,Yes,High School,Medium
S3242,Yes,High School,Medium
S3243,Yes,High School,Medium
S3244,Yes,,Low
S3245,Yes,None,Low
S3246,Yes,PhD,High
S3247,Yes,PhD,Medium
S3248,Yes,PhD,Low
S3249,Yes,High School,Low
S3250,Yes,Bachelor's,Low
S3251,Yes,None,Medium
S3252,Yes,Bachelor's,Medium
S3253,No,Bachelor's,High
S3254,Yes,PhD,High
S3255,No,Bachelor's,Medium
S3256,Yes,Master's,Medium
S3257,Yes,Bachelor's,Medium
S3258,Yes,,Medium
S3259,Yes,PhD,Medium
S3260,Yes,Bachelor's,Low
S3261,Yes,High School,Low
S3262,Yes,,High
S3263,Yes,Master's,Medium
S3264,No,,Medium
S3265,Yes,High School,High
S3266,Yes,Bachelor's,Medium
S3267,Yes,PhD,Low
S3268,Yes,None,Medium
S3269,Yes,Bachelor's,Low
S3270,Yes,,Low
S3271,Yes,,High
S3272,Yes,,Medium
S3273,Yes,High School,High
S3274,Yes,None,High
S3275,Yes,Master's,Medium
S3276,Yes,High School,High
S3277,Yes,PhD,Medium
S3278,No,Master's,Low
S3279,Yes,Bachelor's,Medium
S3280,Yes,None,Low
S3281,Yes,Master's,Low
S3282,Yes,High School,Low
S3283,Yes,Master's,Medium
S3284,Yes,PhD,Low
S3285,Yes,,Low
S3286,Yes,,Medium
S3287,No,None,Medium
S3288,Yes,Bachelor's,Low
S3289,Yes,,High
S3290,Yes,,Medium
S3291,Yes,,High
S3292,Yes,,Low
S3293,Yes,High School,High
S3294,Yes,Bachelor's,High
S3295,Yes,Master's,Medium
S3296,Yes,,High
S3297,Yes,,Medium
S3298,Yes,Master's,Low
S3299,Yes,,High
S3300,Yes,Master's,Medium
S3301,Yes,,Low
S3302,No,,Low
S3303,Yes,PhD,Medium
S3304,Yes,PhD,Medium
S3305,Yes,Bachelor's,High
S3306,Yes,,Medium
S3307,Yes,,Medium
S3308,Yes,,Medium
S3309,Yes,Bachelor's,Medium
S3310,Yes,High School,Medium
S3311,Yes,None,Medium
S3312,Yes,High School,High
S3313,No,None,Medium
S3314,Yes,Bachelor's,Medium
S3315,Yes,PhD,High
S3316,Yes,PhD,High
S3317,No,Bachelor's,Low
S3318,Yes,None,Medium
S3319,No,Bachelor's,High
S3320,Yes,,High
S3321,Yes,Bachelor's,Low
S3322,Yes,,Medium
S3323,Yes,,Low
S3324,Yes,None,Medium
S3325,Yes,Master's,High
S3326,Yes,PhD,Medium
S3327,Yes,Master's,Medium
S3328,Yes,Bachelor's,High
S3329,Yes,None,Medium
S3330,Yes,PhD,Low
S3331,Yes,Bachelor's,Medium
S3332,Yes,Master's,Low
S3333,Yes,PhD,Medium
S3334,Yes,Bachelor's,Low
S3335,Yes,PhD,Low
S3336,Yes,High School,Low
S3337,Yes,PhD,Medium
S3338,Yes,High School,High
S3339,Yes,PhD,Low
S3340,No,PhD,High
S3341,Yes,PhD,Low
S3342,Yes,High School,High
S3343,Yes,Bachelor's,High
S3344,No,Master's,Low
S3345,Yes,PhD,High
S3346,Yes,Master's,Medium
S3347,Yes,Master's,Medium
S3348,Yes,PhD,Medium
S3349,Yes,High School,Low
S3350,Yes,None,Medium
S3351,Yes,None,Low
S3352,Yes,None,Medium
S3353,Yes,PhD,Medium
S3354,Yes,Master's,Medium
S3355,No,,Medium
S3356,Yes,PhD,High
S3357,Yes,PhD,High
S3358,Yes,,Medium
S3359,Yes,High School,Low
S3360,Yes,Bachelor's,Low
S3361,Yes,High School,High
S3362,Yes,Master's,High
S3363,Yes,PhD,Low
S3364,Yes,High School,Medium
S3365,Yes,None,Medium
S3366,Yes,Bachelor's,Medium
S3367,Yes,PhD,High
S3368,Yes,High School,Low
S3369,Yes,,High
S3370,Yes,None,Low
S3371,Yes,High School,Medium
S3372,Yes,High School,Low
S3373,Yes,Master's,High
S3374,No,PhD,Low
S3375,Yes,None,Low
S3376,Yes,Master's,High
S3377,Yes,,Medium
S3378,Yes,High School,High
S3379,Yes,,Medium
S3380,Yes,None,Low
S3381,Yes,PhD,Medium
S3382,Yes,,Low
S3383,Yes,None,Low
S3384,Yes,Bachelor's,Low
S3385,Yes,Master's,High
S3386,Yes,None,Low
S3387,Yes,,Low
S3388,Yes,Master's,High
S3389,Yes,None,Medium
S3390,Yes,High School,Medium
S3391,Yes,None,High
S3392,Yes,High School,Medium
S3393,Yes,High School,High
S3394,Yes,High School,Medium
S3395,Yes,Master's,Medium
S3396,Yes,High School,Medium
S3397,Yes,None,Medium
S3398,Yes,,Low
S3399,Yes,High School,Low
S3400,Yes,,Low
S3401,Yes,None,Low
S3402,Yes,Bachelor's,Medium
S3403,Yes,None,Medium
S3404,Yes,,Medium
S3405,Yes,None,High
S3406,Yes,High School,Medium
S3407,Yes,Bachelor's,Low
S3408,Yes,Bachelor's,Low
S3409,Yes,,Low
S3410,Yes,High School,High
S3411,Yes,PhD,Medium
S3412,Yes,High School,High
S3413,Yes,PhD,Low
S3414,Yes,High School,Medium
S3415,Yes,None,Medium
S3416,No,,High
S3417,Yes,,Medium
S3418,Yes,Master's,Medium
S3419,Yes,None,High
S3420,Yes,Bachelor's,High
S3421,Yes,,Low
S3422,Yes,None,Medium
S3423,Yes,PhD,Low
S3424,No,Bachelor's,High
S3425,Yes,PhD,High
S3426,Yes,None,Medium
S3427,Yes,None,High
S3428,Yes,,Medium
S3429,Yes,None,Medium
S3430,Yes,PhD,Medium
S3431,Yes,Master's,Medium
S3432,Yes,None,High
S3433,Yes,,Low
S3434,Yes,PhD,High
S3435,Yes,,Low
S3436,Yes,High School,Medium
S3437,Yes,PhD,Low
S3438,Yes,PhD,Low
S3439,Yes,None,High
S3440,No,PhD,Medium
S3441,Yes,Bachelor's,Medium
S3442,Yes,High School,Medium
S3443,Yes,Bachelor's,Medium
S3444,Yes,Bachelor's,Medium
S3445,Yes,None,Medium
S3446,Yes,PhD,High
S3447,Yes,High School,High
S3448,Yes,High School,Low
S3449,Yes,High School,Medium
S3450,Yes,Bachelor's,Medium
S3451,Yes,High School,Low
S3452,Yes,High School,High
S3453,Yes,,Low
S3454,Yes,None,Low
S3455,Yes,Bachelor's,Low
S3456,Yes,Bachelor's,High
S3457,Yes,,Medium
S3458,Yes,Master's,Low
S3459,Yes,Master's,Medium
S3460,Yes,PhD,Low
S3461,Yes,PhD,Low
S3462,Yes,Bachelor's,High
S3463,Yes,,High
S3464,Yes,Master's,High
S3465,Yes,PhD,Low
S3466,Yes,Master's,Medium
S3467,No,Master's,Low
S3468,Yes,Bachelor's,Medium
S3469,Yes,PhD,High
S3470,Yes,,Low
S3471,Yes,,Medium
S3472,Yes,,Medium
S3473,Yes,Master's,Medium
S3474,Yes,Bachelor's,Low
S3475,Yes,High School,Low
S3476,No,,Medium
S3477,Yes,PhD,Medium
S3478,Yes,Master's,Medium
S3479,Yes,Master's,Low
S3480,Yes,PhD,Low
S3481,Yes,Master's,High
S3482,Yes,Bachelor's,Low
S3483,No,PhD,Medium
S3484,Yes,PhD,Medium
S3485,No,None,Low
S3486,Yes,Master's,Medium
S3487,Yes,None,High
S3488,Yes,Master's,Low
S3489,Yes,High School,Medium
S3490,Yes,PhD,Low
S3491,Yes,None,High
S3492,Yes,,Low
S3493,Yes,None,Low
S3494,Yes,None,Low
S3495,Yes,High School,Low
S3496,Yes,PhD,Medium
S3497,Yes,Bachelor's,Medium
S3498,Yes,Master's,Medium
S3499,Yes,PhD,High
S3500,Yes,Master's,Low
S3501,Yes,,Medium
S3502,Yes,Bachelor's,Low
S3503,Yes,Master's,Medium
S3504,Yes,Master's,High
S3505,Yes,Master's,High
S3506,Yes,Bachelor's,Medium
S3507,Yes,Bachelor's,High
S3508,Yes,Bachelor's,Medium
S3509,Yes,,High
S3510,Yes,Master's,High
S3511,Yes,PhD,Low
S3512,Yes,,Medium
S3513,Yes,,Low
S3514,Yes,,Low
S3515,Yes,Bachelor's,Medium
S3516,Yes,None,Low
S3517,Yes,Master's,Low
S3518,Yes,Bachelor's,Medium
S3519,Yes,Master's,Low
S3520,Yes,PhD,High
S3521,Yes,None,High
S3522,Yes,Master's,High
S3523,No,,High
S3524,Yes,Bachelor's,Medium
S3525,Yes,Master's,Medium
S3526,Yes,High School,Low
S3527,Yes,Master's,Low
S3528,Yes,,Medium
S3529,Yes,Bachelor's,Medium
S3530,No,,Low
S3531,Yes,,Low
S3532,Yes,None,Low
S3533,No,,Low
S3534,Yes,,High
S3535,Yes,Master's,Medium
S3536,Yes,None,Low
S3537,Yes,Bachelor's,Low
S3538,Yes,High School,Low
S3539,Yes,High School,Medium
S3540,Yes,Bachelor's,Low
S3541,Yes,None,Medium
S3542,Yes,PhD,Medium
S3543,Yes,High School,Low
S3544,Yes,Master's,Medium
S3545,Yes,High School,Medium
S3546,Yes,PhD,High
S3547,Yes,Bachelor's,Medium
S3548,Yes,None,Medium
S3549,Yes,,Medium
S3550,Yes,Bachelor's,Low
S3551,Yes,None,High
S3552,Yes,Bachelor's,Medium
S3553,Yes,Bachelor's,Medium
S3554,Yes,High School,Medium
S3555,Yes,Master's,Low
S3556,No,None,High
S3557,No,High School,High
S3558,No,PhD,Low
S3559,Yes,High School,Medium
S3560,Yes,High School,Low
S3561,Yes,Bachelor's,Low
S3562,Yes,Master's,Low
S3563,Yes,High School,High
S3564,Yes,,Medium
S3565,Yes,Bachelor's,Medium
S3566,Yes,High School,High
S3567,Yes,,Medium
S3568,Yes,None,Low
S3569,Yes,High School,Low
S3570,No,None,Low
S3571,Yes,None,Low
S3572,Yes,PhD,High
S3573,Yes,Bachelor's,Medium
S3574,No,Master's,Low
S3575,Yes,Master's,Medium
S3576,Yes,High School,Low
S3577,Yes,PhD,Low
S3578,No,None,Low
S3579,Yes,High School,High
S3580,Yes,Bachelor's,Low
S3581,Yes,Master's,High
S3582,Yes,Master's,Medium
S3583,No,None,Medium
S3584,Yes,,High
S3585,Yes,,Low
S3586,Yes,Master's,High
S3587,Yes,Bachelor's,Low
S3588,Yes,PhD,High
S3589,Yes,,High
S3590,Yes,Master's,High
S3591,Yes,Master's,High
S3592,Yes,High School,Low
S3593,Yes,None,High
S3594,Yes,Master's,Low
S3595,No,Master's,Medium
S3596,Yes,Master's,High
S3597,Yes,None,Low
S3598,Yes,Master's,Low
S3599,Yes,Master's,High
S3600,No,High School,Low
S3601,Yes,Bachelor's,Low
S3602,Yes,PhD,Medium
S3603,No,,High
S3604,Yes,,High
S3605,No,,Medium
S3606,Yes,Bachelor's,Medium
S3607,Yes,,High
S3608,Yes,High School,Medium
S3609,Yes,None,Medium
S3610,Yes,Bachelor's,Low
S3611,No,None,High
S3612,No,High School,Medium
S3613,No,Master's,Medium
S3614,Yes,None,Low
S3615,Yes,Bachelor's,Medium
S3616,Yes,None,Medium
S3617,Yes,High School,Low
S3618,Yes,None,High
S3619,Yes,Master's,High
S3620,Yes,,Low
S3621,Yes,,Low
S3622,No,PhD,Low
S3623,Yes,,Medium
S3624,Yes,High School,Medium
S3625,No,Master's,Medium
S3626,No,Bachelor's,Low
S3627,Yes,Master's,Low
S3628,Yes,,Medium
S3629,Yes,High School,High
S3630,No,PhD,High
S3631,Yes,Bachelor's,Medium
S3632,Yes,High School,Low
S3633,Yes,High School,Low
S3634,Yes,High School,Medium
S3635,Yes,None,Low
S3636,Yes,,Low
S3637,Yes,PhD,High
S3638,Yes,PhD,Low
S3639,No,Bachelor's,High
S3640,Yes,None,Low
S3641,Yes,Master's,Low
S3642,Yes,PhD,Medium
S3643,Yes,Master's,Low
S3644,Yes,,High
S3645,Yes,High School,Medium
S3646,Yes,High School,Medium
S3647,Yes,PhD,Medium
S3648,Yes,High School,High
S3649,No,None,High
S3650,No,High School,Medium
S3651,Yes,,High
S3652,Yes,None,Medium
S3653,Yes,,Medium
S3654,Yes,High School,Low
S3655,Yes,None,Low
S3656,Yes,High School,Medium
S3657,Yes,None,Low
S3658,Yes,Master's,Medium
S3659,Yes,None,Medium
S3660,Yes,Master's,Low
S3661,Yes,High School,Medium
S3662,No,None,Medium
S3663,Yes,PhD,Low
S3664,Yes,,Low
S3665,Yes,None,Low
S3666,Yes,None,Medium
S3667,Yes,Bachelor's,Medium
S3668,Yes,PhD,Low
S3669,Yes,,Low
S3670,Yes,None,Low
S3671,No,,High
S3672,Yes,,Medium
S3673,Yes,None,Medium
S3674,Yes,None,Medium
S3675,Yes,None,Medium
S3676,Yes,Master's,High
S3677,Yes,Bachelor's,High
S3678,Yes,PhD,Medium
S3679,Yes,Master's,Low
S3680,Yes,None,Medium
S3681,No,PhD,Medium
S3682,Yes,Master's,Low
S3683,Yes,Bachelor's,Medium
S3684,No,Master's,Low
S3685,Yes,High School,Low
S3686,Yes,None,Low
S3687,No,Master's,Medium
S3688,Yes,,Low
S3689,Yes,None,High
S3690,Yes,High School,Low
S3691,Yes,High School,Low
S3692,Yes,Master's,High
S3693,Yes,,Medium
S3694,Yes,Master's,Low
S3695,Yes,High School,Low
S3696,Yes,,Low
S3697,Yes,Master's,Medium
S3698,Yes,,Medium
S3699,Yes,None,Medium
S3700,Yes,High School,Medium
S3701,Yes,Master's,Low
S3702,Yes,,High
S3703,Yes,Master's,High
S3704,Yes,None,High
S3705,Yes,None,Medium
S3706,Yes,Bachelor's,High
S3707,Yes,Master's,Medium
S3708,Yes,None,Medium
S3709,Yes,High School,Medium
S3710,Yes,None,Medium
S3711,Yes,,Medium
S3712,Yes,,Low
S3713,Yes,PhD,Low
S3714,Yes,High School,High
S3715,Yes,PhD,Low
S3716,Yes,Bachelor's,Low
S3717,No,Master's,Low
S3718,Yes,,Low
S3719,Yes,,Medium
S3720,Yes,None,Medium
S3721,Yes,Bachelor's,Medium
S3722,Yes,Bachelor's,Low
S3723,Yes,High School,Low
S3724,Yes,High School,Medium
S3725,Yes,Master's,Low
S3726,Yes,,High
S3727,Yes,Master's,Medium
S3728,Yes,PhD,Medium
S3729,Yes,High School,Low
S3730,Yes,Master's,High
S3731,Yes,Bachelor's,Medium
S3732,Yes,,Medium
S3733,Yes,High School,Medium
S3734,Yes,,High
S3735,Yes,,Low
S3736,Yes,Master's,Low
S3737,Yes,High School,Low
S3738,Yes,PhD,Medium
S3739,Yes,None,Low
S3740,Yes,PhD,Medium
S3741,Yes,Master's,Medium
S3742,Yes,Master's,Medium
S3743,Yes,None,Medium
S3744,Yes,Master's,Medium
S3745,Yes,PhD,High
S3746,Yes,High School,Low
S3747,Yes,PhD,Medium
S3748,Yes,PhD,Medium
S3749,No,PhD,Low
S3750,Yes,,Low
S3751,Yes,Master's,High
S3752,Yes,PhD,Medium
S3753,Yes,,Low
S3754,Yes,Master's,High
S3755,Yes,High School,Medium
S3756,Yes,High School,Medium
S3757,Yes,PhD,Medium
S3758,Yes,,Low
S3759,Yes,,Low
S3760,Yes,High School,Low
S3761,Yes,High School,Low
S3762,Yes,High School,High
S3763,No,Bachelor's,Low
S3764,Yes,PhD,Low
S3765,Yes,None,Medium
S3766,Yes,Master's,High
S3767,Yes,None,Low
S3768,Yes,,High
S3769,Yes,Bachelor's,Low
S3770,Yes,High School,Low
S3771,No,None,Medium
S3772,Yes,High School,Low
S3773,Yes,PhD,High
S3774,Yes,,High
S3775,Yes,,Medium
S3776,Yes,PhD,Low
S3777,Yes,,Low
S3778,Yes,,Medium
S3779,Yes,Bachelor's,Low
S3780,Yes,,Medium
S3781,Yes,PhD,Low
S3782,Yes,PhD,Medium
S3783,Yes,Master's,Low
S3784,Yes,High School,Low
S3785,Yes,PhD,Medium
S3786,Yes,Master's,Medium
S3787,Yes,None,Medium
S3788,Yes,Bachelor's,Low
S3789,Yes,PhD,Low
S3790,Yes,Master's,Low
S3791,Yes,PhD,Medium
S3792,Yes,High School,Low
S3793,Yes,PhD,High
S3794,Yes,PhD,High
S3795,Yes,High School,High
S3796,Yes,PhD,High
S3797,No,High School,Medium
S3798,Yes,Master's,High
S3799,Yes,,Medium
S3800,Yes,Bachelor's,Low
S3801,Yes,,Medium
S3802,No,None,Medium
S3803,Yes,None,Low
S3804,Yes,Bachelor's,Medium
S3805,Yes,,High
S3806,Yes,PhD,Medium
S3807,No,Master's,Medium
S3808,Yes,High School,Medium
S3809,Yes,Master's,Medium
S3810,Yes,,Low
S3811,Yes,,Medium
S3812,Yes,PhD,Low
S3813,Yes,Bachelor's,Low
S3814,Yes,High School,High
S3815,Yes,PhD,Low
S3816,Yes,Bachelor's,High
S3817,Yes,PhD,High
S3818,No,None,Low
S3819,No,PhD,High
S3820,Yes,None,Medium
S3821,Yes,Master's,Low
S3822,No,None,Medium
S3823,Yes,None,High
S3824,Yes,None,Medium
S3825,Yes,PhD,Medium
S3826,Yes,High School,Low
S3827,Yes,None,Medium
S3828,Yes,Bachelor's,Low
S3829,Yes,PhD,Low
S3830,Yes,High School,Medium
S3831,Yes,High School,Medium
S3832,Yes,PhD,Low
S3833,Yes,,Medium
S3834,Yes,Master's,Low
S3835,No,PhD,Medium
S3836,Yes,High School,Medium
S3837,Yes,,Medium
S3838,Yes,High School,Medium
S3839,Yes,,Low
S3840,Yes,Master's,Medium
S3841,No,PhD,High
S3842,Yes,PhD,High
S3843,Yes,Bachelor's,Medium
S3844,Yes,Master's,High
S3845,Yes,Bachelor's,Medium
S3846,Yes,PhD,Low
S3847,Yes,Bachelor's,Medium
S3848,Yes,Master's,High
S3849,Yes,PhD,Low
S3850,Yes,High School,Low
S3851,Yes,PhD,High
S3852,Yes,Bachelor's,Medium
S3853,Yes,Bachelor's,Low
S3854,No,PhD,Medium
S3855,Yes,,Low
S3856,Yes,None,Low
S3857,Yes,,Low
S3858,Yes,High School,Low
S3859,Yes,High School,Medium
S3860,Yes,High School,Low
S3861,Yes,PhD,High
S3862,Yes,,Medium
S3863,Yes,Master's,Low
S3864,Yes,None,Low
S3865,No,Master's,High
S3866,Yes,None,Medium
S3867,Yes,Bachelor's,Medium
S3868,Yes,Master's,Low
S3869,Yes,PhD,Low
S3870,Yes,Bachelor's,Medium
S3871,Yes,Master's,Medium
S3872,No,Bachelor's,High
S3873,Yes,Bachelor's,High
S3874,Yes,,Low
S3875,Yes,,High
S3876,Yes,,High
S3877,Yes,PhD,Medium
S3878,No,High School,Low
S3879,No,,Low
S3880,Yes,None,Low
S3881,Yes,PhD,Low
S3882,Yes,High School,High
S3883,Yes,PhD,High
S3884,Yes,Bachelor's,Medium
S3885,Yes,PhD,Medium
S3886,Yes,,Medium
S3887,No,Master's,Medium
S3888,No,None,Medium
S3889,Yes,PhD,Low
S3890,Yes,Bachelor's,Medium
S3891,Yes,Bachelor's,Low
S3892,No,Master's,Low
S3893,Yes,,Medium
S3894,Yes,Bachelor's,Medium
S3895,Yes,High School,Medium
S3896,Yes,Bachelor's,Medium
S3897,Yes,PhD,Low
S3898,Yes,Master's,High
S3899,Yes,High School,Medium
S3900,Yes,Bachelor's,High
S3901,Yes,None,High
S3902,Yes,None,Low
S3903,Yes,Master's,High
S3904,Yes,High School,High
S3905,Yes,None,Low
S3906,Yes,,Low
S3907,Yes,,High
S3908,Yes,,Low
S3909,Yes,Bachelor's,High
S3910,Yes,Bachelor's,Low
S3911,No,Master's,Medium
S3912,Yes,Bachelor's,Medium
S3913,Yes,High School,High
S3914,Yes,High School,Medium
S3915,Yes,PhD,Low
S3916,Yes,None,Medium
S3917,Yes,None,Low
S3918,Yes,PhD,Medium
